7.732840000000000202e+01 7.732769999999999300e+01 7.732829999999999870e+01 7.732699999999999818e+01 7.732649999999999579e+01 7.732819999999999538e+01 7.732720000000000482e+01 7.732739999999999725e+01 7.732779999999999632e+01 7.732699999999999818e+01
1.155882140000000074e-05 1.163907970000000056e-05 1.155882029999999971e-05 1.166377370000000077e-05 1.170698979999999931e-05 1.178724830000000071e-05 1.191689399999999961e-05 1.162672879999999944e-05 1.167611860000000045e-05 1.174402960000000035e-05
-9.183477239999999694e-03 -9.183180580000000273e-03 -9.183258950000000240e-03 -9.188161900000000118e-03 -9.193020140000000839e-03 -9.191556769999999557e-03 -9.185835899999999707e-03 -9.188620850000000714e-03 -9.194866430000000340e-03 -9.191172010000000017e-03
7.731499999999999773e+01 7.731510000000000105e+01 7.731409999999999627e+01 7.731340000000000146e+01 7.731480000000000530e+01 7.731589999999999918e+01 7.731600000000000250e+01 7.731629999999999825e+01 7.731600000000000250e+01 7.731529999999999347e+01
4.304331860000000398e-06 4.526578990000000226e-06 4.254942300000000253e-06 4.674742390000000143e-06 4.403107040000000372e-06 4.514230590000000126e-06 4.372239380000000379e-06 4.730304169999999932e-06 4.335198199999999838e-06 4.508057059999999753e-06
-9.250475299999999859e-03 -9.252328540000000212e-03 -9.248854109999999490e-03 -9.255063140000000313e-03 -9.257457219999999307e-03 -9.256333400000000405e-03 -9.254198309999999567e-03 -9.253429179999999796e-03 -9.248208819999999275e-03 -9.261729459999999692e-03
7.731510000000000105e+01 7.731430000000000291e+01 7.731409999999999627e+01 7.731390000000000384e+01 7.731430000000000291e+01 7.731570000000000675e+01 7.731529999999999347e+01 7.731449999999999534e+01 7.731399999999999295e+01 7.731610000000000582e+01
4.211706930000000205e-06 4.526555300000000053e-06 4.322828709999999679e-06 4.217878900000000001e-06 4.532728339999999707e-06 4.254920010000000076e-06 4.316660640000000054e-06 4.477172190000000223e-06 4.427784020000000250e-06 4.440131070000000323e-06
-9.244924970000000311e-03 -9.245237110000000327e-03 -9.241132100000000460e-03 -9.243644719999999371e-03 -9.237144799999999489e-03 -9.246641570000000213e-03 -9.243336300000000103e-03 -9.244745880000000346e-03 -9.247943159999999149e-03 -9.244216770000000805e-03
7.729240000000000066e+01 7.729000000000000625e+01 7.729009999999999536e+01 7.728990000000000293e+01 7.729130000000000678e+01 7.729089999999999350e+01 7.729139999999999588e+01 7.729120000000000346e+01 7.729120000000000346e+01 7.729080000000000439e+01
